Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35.0,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1,1621,2,Male,4,2,Research Scientist,1.0,Married,5208.0,1.0,Y,No,11,3,4,80,0,16.0,2,3,16,15,1,10
,No,Travel_Rarely,Research & Development,27,3,Medical,1,1622,2,Female,1,2,Manufacturing Director,1.0,Divorced,4877.0,0.0,Y,No,21,4,2,80,1,6.0,5,2,5,3,0,0
21.0,No,Travel_Rarely,Research & Development,5,1,Medical,1,1623,3,Male,3,1,Research Scientist,,Single,3117.0,1.0,Y,No,18,3,3,80,0,3.0,2,3,2,2,2,2
18.0,Yes,Travel_Frequently,Sales,3,2,Medical,1,1624,2,Female,3,1,Sales Representative,4.0,Single,1569.0,1.0,Y,Yes,12,3,3,80,0,0.0,2,4,0,0,0,0
47.0,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1,1625,4,Female,3,5,Manager,3.0,Married,19658.0,3.0,Y,No,11,3,3,80,1,27.0,2,3,5,2,1,0
39.0,No,Travel_Rarely,Research & Development,3,2,Medical,1,1627,3,Male,2,2,Laboratory Technician,3.0,Divorced,3069.0,0.0,Y,No,15,3,4,80,1,11.0,3,3,10,8,0,7
40.0,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1628,1,Female,2,3,Manufacturing Director,3.0,Married,,1.0,Y,No,13,3,4,80,2,18.0,2,3,18,15,14,12
,No,Non-Travel,Research & Development,8,4,Life Sciences,1,1630,3,Female,3,2,Healthcare Representative,3.0,Married,4148.0,1.0,Y,No,12,3,4,80,1,15.0,5,3,14,11,2,9
37.0,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1631,3,Male,3,2,Manufacturing Director,3.0,Married,5768.0,3.0,Y,No,17,3,1,80,3,9.0,2,2,4,3,0,2
36.0,No,Travel_Frequently,Research & Development,4,3,Medical,1,1633,1,Female,3,2,Manufacturing Director,3.0,Single,5042.0,0.0,Y,No,13,3,4,80,0,10.0,2,1,9,2,3,8
,No,Travel_Rarely,Research & Development,2,2,Other,1,1635,4,Female,2,2,Manufacturing Director,4.0,Divorced,5770.0,1.0,Y,No,19,3,1,80,2,10.0,3,3,10,7,3,9
38.0,No,Travel_Rarely,Research & Development,2,2,Medical,1,1638,4,Female,2,3,Manufacturing Director,3.0,Married,7756.0,3.0,Y,Yes,19,3,4,80,1,10.0,6,4,5,4,0,2
35.0,Yes,Travel_Rarely,Sales,10,3,Medical,1,1639,4,Male,2,3,Sales Executive,1.0,Married,10306.0,,Y,No,17,3,3,80,0,15.0,3,3,13,12,6,0
37.0,No,Travel_Rarely,Research & Development,10,3,Medical,1,1640,2,Female,3,1,Research Scientist,,Married,3936.0,1.0,Y,No,11,3,1,80,1,8.0,2,1,8,4,7,7
40.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1641,3,Female,3,3,Manufacturing Director,4.0,Single,4936.0,6.0,Y,Yes,15,3,4,80,0,18.0,2,2,4,2,3,3
44.0,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,1642,1,Male,3,2,Human Resources,4.0,Married,5743.0,4.0,Y,Yes,11,3,3,80,0,10.0,3,3,10,7,0,2
48.0,No,Travel_Frequently,Research & Development,4,5,Medical,1,1644,3,Male,2,4,Manager,4.0,Married,15202.0,2.0,Y,No,25,4,2,80,1,23.0,3,3,2,2,2,2
36.0,Yes,Travel_Rarely,Sales,15,2,Medical,1,1645,1,Male,1,2,Sales Executive,4.0,Divorced,5440.0,6.0,Y,Yes,14,3,4,80,2,7.0,2,2,2,2,2,2
,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,1646,1,Female,3,1,Research Scientist,4.0,Single,3760.0,1.0,Y,Yes,13,3,3,80,0,6.0,2,3,6,3,1,3
,No,Travel_Rarely,Research & Development,8,3,Medical,1,1647,2,Female,4,1,Research Scientist,3.0,Married,,7.0,Y,No,17,3,1,80,0,5.0,0,3,3,2,0,2
27.0,No,Travel_Frequently,Research & Development,2,3,Medical,1,1648,4,Male,3,1,Research Scientist,4.0,Single,2580.0,2.0,Y,No,13,3,3,80,0,6.0,0,2,4,2,1,2
40.0,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1649,1,Male,3,1,Laboratory Technician,1.0,Single,2166.0,3.0,Y,Yes,14,3,2,80,0,10.0,3,1,4,2,0,3
29.0,No,Travel_Rarely,Sales,10,3,Medical,1,1650,3,Male,2,2,Sales Executive,3.0,Single,5869.0,9.0,Y,No,11,3,3,80,0,8.0,2,3,5,2,1,4
36.0,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1651,2,Female,3,3,Healthcare Representative,1.0,Married,8008.0,4.0,Y,No,12,3,3,80,2,9.0,6,3,3,2,0,2
25.0,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1653,4,Male,4,2,Manufacturing Director,3.0,Divorced,5206.0,1.0,Y,No,17,3,3,80,2,7.0,6,3,7,7,0,7
39.0,No,Travel_Rarely,Research & Development,12,3,Medical,1,1654,4,Male,3,2,Manufacturing Director,2.0,Married,5295.0,4.0,Y,No,21,4,3,80,0,7.0,3,3,5,4,1,0
49.0,No,Travel_Rarely,Research & Development,22,4,Other,1,1655,1,Female,3,4,Research Director,2.0,Married,16413.0,3.0,Y,No,16,3,2,80,2,27.0,2,3,4,2,1,2
50.0,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1,1656,4,Female,2,3,Research Director,1.0,Divorced,13269.0,5.0,Y,No,15,3,3,80,3,19.0,3,3,14,11,1,11
20.0,No,Travel_Rarely,Sales,2,3,Medical,1,1657,3,Female,3,1,Sales Representative,3.0,Single,2783.0,1.0,Y,No,19,3,1,80,0,2.0,3,3,2,2,2,2
34.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1658,4,Female,3,2,Research Scientist,2.0,Divorced,5433.0,1.0,Y,No,12,3,3,80,1,11.0,2,3,11,8,7,9
36.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1659,1,Male,3,1,Laboratory Technician,2.0,Single,2013.0,2.0,Y,No,11,3,3,80,0,15.0,4,3,4,3,1,3
49.0,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1661,3,Female,2,4,Sales Executive,3.0,Married,13966.0,,Y,Yes,19,3,2,80,1,30.0,3,3,15,11,2,12
,No,Non-Travel,Research & Development,1,4,Medical,1,1662,4,Female,2,2,Manufacturing Director,3.0,Married,4374.0,0.0,Y,No,15,3,3,80,0,4.0,6,3,3,2,1,2
36.0,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1664,4,Male,4,2,Healthcare Representative,1.0,Divorced,4936.0,6.0,Y,No,20,4,1,80,1,13.0,3,3,5,4,0,4
54.0,No,Travel_Rarely,Research & Development,22,5,Medical,1,1665,2,Female,3,4,Manager,,Married,17426.0,3.0,Y,No,25,4,3,80,1,36.0,6,3,10,8,4,7
43.0,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1666,3,Male,2,4,Research Director,3.0,Married,17603.0,1.0,Y,No,24,4,1,80,1,14.0,3,3,14,10,6,11
35.0,Yes,Travel_Frequently,Sales,12,4,Other,1,1667,4,Male,3,2,Sales Executive,4.0,Single,4581.0,3.0,Y,Yes,24,4,1,80,0,13.0,2,4,11,9,6,7
38.0,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1668,4,Male,3,2,Research Scientist,4.0,Married,4735.0,7.0,Y,No,15,3,4,80,2,19.0,4,4,13,11,2,9
29.0,No,Travel_Rarely,Sales,5,3,Medical,1,1669,1,Male,2,2,Sales Executive,2.0,Divorced,4187.0,,Y,Yes,13,3,2,80,1,10.0,3,2,10,0,0,9
33.0,No,Travel_Rarely,Sales,2,4,Medical,1,1670,4,Male,3,2,Sales Executive,4.0,Divorced,5505.0,1.0,Y,No,14,3,3,80,2,6.0,5,3,6,2,0,4
32.0,No,Travel_Rarely,Research & Development,2,3,Medical,1,1671,4,Male,3,2,Research Scientist,2.0,Divorced,5470.0,0.0,Y,No,13,3,3,80,2,10.0,4,2,9,5,1,6
31.0,No,Travel_Rarely,Sales,5,4,Life Sciences,1,1673,1,Female,3,2,Sales Executive,4.0,Married,5476.0,1.0,Y,No,11,3,1,80,2,10.0,2,3,10,0,0,2
49.0,No,Travel_Rarely,Research & Development,16,3,Medical,1,1674,4,Female,3,1,Laboratory Technician,1.0,Divorced,2587.0,4.0,Y,Yes,16,3,2,80,1,17.0,2,2,2,2,2,2
38.0,No,Travel_Frequently,Research & Development,2,3,Medical,1,1675,4,Female,2,1,Laboratory Technician,2.0,Single,2440.0,1.0,Y,No,22,4,2,80,0,4.0,3,3,4,3,3,3
47.0,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1676,2,Female,4,4,Manager,2.0,Divorced,15972.0,6.0,Y,No,14,3,3,80,3,29.0,2,3,3,2,1,2
49.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1677,3,Male,3,4,Manager,3.0,Single,15379.0,4.0,Y,No,14,3,1,80,0,23.0,2,3,8,7,0,0
,No,Travel_Rarely,Sales,23,2,Life Sciences,1,1678,4,Male,3,3,Sales Executive,3.0,Single,7082.0,3.0,Y,Yes,16,3,4,80,0,10.0,2,3,2,0,0,2
20.0,No,Travel_Rarely,Sales,9,1,Life Sciences,1,1680,4,Male,3,1,Sales Representative,1.0,Single,2728.0,1.0,Y,No,11,3,1,80,0,2.0,3,3,2,2,0,2
,No,Non-Travel,Sales,16,3,Life Sciences,1,1681,3,Female,3,2,Sales Executive,4.0,Divorced,5368.0,1.0,Y,Yes,25,4,3,80,1,10.0,2,3,6,5,1,2
36.0,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1682,1,Male,3,2,Healthcare Representative,3.0,Married,5347.0,6.0,Y,No,14,3,2,80,2,10.0,2,2,3,2,0,2
44.0,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1683,3,Female,3,1,Human Resources,4.0,Divorced,3195.0,4.0,Y,Yes,18,3,1,80,3,8.0,2,3,2,2,2,2
23.0,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1684,4,Male,2,1,Laboratory Technician,3.0,Single,3989.0,1.0,Y,Yes,11,3,1,80,0,5.0,2,3,5,4,1,2
38.0,No,Travel_Rarely,Research & Development,4,2,Medical,1,1687,4,Female,3,1,Laboratory Technician,3.0,Married,3306.0,7.0,Y,No,19,3,4,80,1,7.0,5,2,0,0,0,0
53.0,No,Travel_Rarely,Research & Development,24,4,Medical,1,1689,2,Male,4,3,Healthcare Representative,4.0,Married,4936.0,3.0,Y,No,15,3,3,80,0,11.0,2,3,4,3,1,2
48.0,Yes,Travel_Frequently,Sales,7,2,Medical,1,1691,4,Female,3,1,Sales Executive,3.0,Married,2655.0,,Y,Yes,11,3,3,80,2,19.0,3,3,9,7,7,7
32.0,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1692,4,Male,3,1,Laboratory Technician,2.0,Single,1393.0,1.0,Y,No,12,3,1,80,0,1.0,2,3,1,0,0,0
26.0,No,Non-Travel,Research & Development,7,3,Medical,1,1693,4,Male,3,1,Laboratory Technician,4.0,Single,2570.0,1.0,Y,No,20,4,3,80,0,7.0,5,3,7,7,5,7
55.0,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1694,1,Male,2,1,Research Scientist,2.0,Divorced,3537.0,5.0,Y,No,12,3,4,80,1,8.0,1,3,4,2,1,2
34.0,No,Travel_Rarely,Research & Development,5,2,Medical,1,1696,2,Male,2,2,Laboratory Technician,4.0,Married,3986.0,1.0,Y,No,14,3,3,80,1,15.0,3,4,15,10,4,13
60.0,No,Travel_Rarely,Research & Development,1,4,Medical,1,1697,3,Male,1,3,Healthcare Representative,4.0,Divorced,10883.0,3.0,Y,No,20,4,3,80,1,19.0,2,4,1,0,0,0
33.0,No,Travel_Rarely,Research & Development,21,3,Medical,1,1698,2,Male,4,1,Sales Executive,2.0,Married,2028.0,,Y,No,18,3,4,80,3,14.0,6,3,14,11,2,13
,No,Travel_Frequently,Sales,1,4,Medical,1,1700,3,Male,1,2,Sales Executive,4.0,Divorced,9525.0,1.0,Y,No,14,3,3,80,2,10.0,2,2,6,3,1,3
34.0,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1701,2,Female,2,1,Sales Executive,4.0,Married,2929.0,,Y,No,12,3,2,80,0,10.0,3,3,10,9,8,7
23.0,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1,1702,3,Male,3,1,Sales Representative,4.0,Divorced,2275.0,1.0,Y,Yes,21,4,2,80,1,3.0,2,3,3,2,0,2
44.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1703,3,Female,4,3,Healthcare Representative,4.0,Married,7879.0,1.0,Y,Yes,19,3,2,80,1,9.0,2,3,8,7,6,7
35.0,No,Travel_Frequently,Research & Development,2,4,Medical,1,1704,1,Male,2,1,Research Scientist,4.0,Single,,0.0,Y,Yes,14,3,3,80,0,6.0,2,4,5,4,1,4
43.0,No,Travel_Rarely,Sales,2,3,Medical,1,1706,4,Male,3,2,Sales Executive,4.0,Married,7847.0,1.0,Y,Yes,17,3,1,80,1,10.0,3,3,10,9,8,8
24.0,No,Travel_Rarely,Research & Development,9,3,Medical,1,1707,3,Male,4,1,Sales Executive,3.0,Married,4401.0,,Y,No,16,3,4,80,1,5.0,1,3,5,3,0,4
41.0,No,Travel_Rarely,Sales,6,3,Marketing,1,1708,4,Male,3,3,Sales Executive,3.0,Single,9241.0,1.0,Y,No,12,3,2,80,0,10.0,3,3,10,8,8,7
,No,Travel_Rarely,Research & Development,9,4,Medical,1,1709,4,Female,3,1,Laboratory Technician,3.0,Married,2974.0,9.0,Y,No,17,3,3,80,1,9.0,2,3,5,3,1,2
,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1710,3,Female,3,2,Sales Representative,4.0,Single,4502.0,3.0,Y,No,15,3,3,80,0,17.0,2,2,13,7,6,7
45.0,No,Non-Travel,Research & Development,1,1,Life Sciences,1,1712,3,Male,2,3,Healthcare Representative,3.0,Married,,3.0,Y,No,23,4,4,80,1,25.0,3,2,23,15,14,4
36.0,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1,1714,4,Male,1,1,Human Resources,3.0,Married,1555.0,1.0,Y,No,11,3,3,80,1,1.0,2,3,1,0,0,0
,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1,1716,3,Male,1,4,Sales Executive,3.0,Married,12936.0,7.0,Y,No,11,3,3,80,0,25.0,3,1,23,5,14,10
26.0,No,Travel_Rarely,Research & Development,17,4,Medical,1,1718,4,Male,1,1,Laboratory Technician,3.0,Married,2305.0,1.0,Y,No,15,3,3,80,3,3.0,3,4,3,2,0,2
,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1,1719,4,Female,2,4,Research Director,2.0,Single,16704.0,1.0,Y,No,11,3,3,80,0,21.0,2,3,21,6,8,6
32.0,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1720,1,Male,3,1,Research Scientist,3.0,Married,3433.0,6.0,Y,No,13,3,1,80,1,10.0,3,2,5,2,1,3
31.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1721,2,Male,3,1,Laboratory Technician,3.0,Married,3477.0,1.0,Y,No,14,3,4,80,1,6.0,2,4,5,2,0,3
41.0,No,Non-Travel,Human Resources,4,3,Human Resources,1,1722,3,Male,1,2,Human Resources,2.0,Married,6430.0,6.0,Y,No,19,3,2,80,1,10.0,4,3,3,2,1,2
40.0,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1724,2,Female,3,2,Manufacturing Director,,Married,6516.0,2.0,Y,Yes,16,3,2,80,1,18.0,3,3,1,0,0,0
24.0,No,Travel_Rarely,Research & Development,29,1,Medical,1,1725,2,Male,3,1,Laboratory Technician,1.0,Divorced,3907.0,1.0,Y,No,13,3,2,80,3,6.0,2,4,6,2,1,2
46.0,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,1727,3,Male,3,2,Healthcare Representative,2.0,Single,5562.0,6.0,Y,No,14,3,4,80,0,19.0,3,3,10,7,0,9
35.0,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1,1728,4,Male,3,2,Manufacturing Director,3.0,Married,6883.0,2.0,Y,No,16,3,2,80,1,17.0,3,3,7,7,0,7
30.0,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1,1729,2,Male,3,1,Research Scientist,4.0,Married,4936.0,1.0,Y,No,12,3,2,80,1,10.0,2,2,10,0,0,8
47.0,No,Non-Travel,Sales,2,4,Marketing,1,1731,3,Male,3,2,Sales Executive,2.0,Married,4978.0,7.0,Y,No,11,3,4,80,1,4.0,3,1,1,0,0,0
46.0,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1732,3,Male,3,3,Sales Executive,4.0,Divorced,10368.0,4.0,Y,Yes,12,3,2,80,1,13.0,5,2,10,6,0,3
36.0,Yes,Travel_Rarely,Sales,13,5,Marketing,1,1733,2,Male,2,2,Sales Executive,1.0,Divorced,6134.0,5.0,Y,Yes,13,3,2,80,3,16.0,3,3,2,2,2,2
32.0,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,1734,1,Male,1,2,Sales Executive,2.0,Single,6735.0,6.0,Y,No,15,3,2,80,0,10.0,2,3,0,0,0,0
23.0,No,Travel_Rarely,Research & Development,4,1,Medical,1,1735,3,Female,3,1,Laboratory Technician,2.0,Single,3295.0,1.0,Y,No,13,3,3,80,0,3.0,3,1,3,2,1,2
31.0,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1,1736,4,Female,3,2,Sales Executive,4.0,Single,5238.0,,Y,No,20,4,4,80,0,9.0,3,2,5,4,1,4
39.0,No,Non-Travel,Research & Development,1,3,Life Sciences,1,1737,4,Male,3,2,Laboratory Technician,4.0,Married,6472.0,1.0,Y,Yes,15,3,4,80,1,10.0,2,3,9,8,5,8
32.0,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1739,4,Male,1,3,Sales Executive,,Married,,3.0,Y,No,13,3,3,80,1,10.0,2,1,4,3,0,2
40.0,No,Travel_Rarely,Sales,7,4,Medical,1,1740,2,Male,3,5,Manager,2.0,Single,19833.0,1.0,Y,No,14,3,2,80,0,21.0,3,2,21,8,12,8
36.0,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1,1744,3,Female,1,3,Human Resources,3.0,Married,9756.0,4.0,Y,No,21,4,3,80,2,9.0,2,4,5,0,0,3
36.0,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,1745,4,Female,2,1,Research Scientist,1.0,Single,4968.0,0.0,Y,No,16,3,4,80,0,10.0,2,3,9,7,0,7
24.0,No,Travel_Frequently,Human Resources,10,3,Medical,1,1746,1,Male,3,1,Human Resources,4.0,Married,2145.0,0.0,Y,No,14,3,4,80,1,3.0,2,3,2,2,2,1
30.0,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1,1747,3,Female,2,1,Human Resources,4.0,Divorced,2180.0,6.0,Y,No,11,3,3,80,1,6.0,0,2,4,2,1,2
31.0,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1749,1,Male,3,2,Sales Executive,3.0,Married,8346.0,1.0,Y,No,19,3,3,80,1,6.0,3,3,5,2,0,2
27.0,No,Travel_Rarely,Research & Development,8,3,Medical,1,1751,3,Female,3,1,Research Scientist,4.0,Single,3445.0,1.0,Y,No,11,3,3,80,0,6.0,5,2,6,2,1,4
29.0,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1752,2,Female,1,1,Sales Executive,2.0,Single,2760.0,,Y,No,13,3,3,80,0,2.0,3,3,2,2,2,2
36.0,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1753,4,Male,4,2,Healthcare Representative,3.0,Single,6294.0,8.0,Y,Yes,12,3,4,80,0,10.0,5,4,3,2,0,2
30.0,No,Travel_Rarely,Sales,15,2,Marketing,1,1754,3,Male,2,3,Sales Executive,3.0,Divorced,7140.0,2.0,Y,No,11,3,1,80,1,12.0,2,3,7,7,1,7
34.0,No,Travel_Rarely,Research & Development,2,4,Medical,1,1755,4,Male,4,1,Research Scientist,4.0,Married,2932.0,0.0,Y,Yes,14,3,1,80,3,6.0,3,3,5,0,1,2
33.0,No,Non-Travel,Sales,2,3,Marketing,1,1756,4,Female,3,2,Sales Executive,2.0,Single,5147.0,8.0,Y,No,15,3,4,80,0,13.0,2,2,11,7,1,7
49.0,No,Travel_Rarely,Sales,11,4,Marketing,1,1757,4,Female,3,2,Sales Executive,4.0,Single,4507.0,3.0,Y,No,12,3,3,80,0,8.0,1,4,5,1,0,4
33.0,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,1758,1,Female,3,3,Sales Executive,1.0,Single,8564.0,2.0,Y,Yes,20,4,3,80,0,11.0,2,2,0,0,0,0
38.0,No,Travel_Frequently,Research & Development,2,2,Medical,1,1760,3,Female,2,1,Laboratory Technician,2.0,Married,2468.0,4.0,Y,No,14,3,2,80,1,9.0,4,2,6,1,0,5
31.0,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1761,1,Male,3,3,Sales Executive,3.0,Married,8161.0,2.0,Y,No,13,3,1,80,3,10.0,2,3,1,0,0,0
29.0,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1762,4,Female,2,1,Research Scientist,1.0,Divorced,2109.0,1.0,Y,No,13,3,3,80,1,1.0,2,3,1,0,0,0
,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1763,3,Male,4,2,Healthcare Representative,3.0,Married,5294.0,3.0,Y,No,16,3,3,80,1,10.0,3,3,7,0,1,7
32.0,No,Non-Travel,Research & Development,5,4,Technical Degree,1,1764,2,Male,3,1,Research Scientist,2.0,Single,2718.0,2.0,Y,No,14,3,2,80,0,12.0,3,3,7,7,0,7
,No,Travel_Rarely,Research & Development,18,3,Medical,1,1766,2,Male,1,2,Healthcare Representative,4.0,Married,5811.0,3.0,Y,Yes,16,3,3,80,1,10.0,2,3,1,0,1,0
43.0,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1,1767,3,Male,2,1,Research Scientist,3.0,Married,2437.0,9.0,Y,Yes,16,3,4,80,1,6.0,4,3,1,0,0,0
42.0,No,Travel_Rarely,Research & Development,12,3,Medical,1,1768,2,Male,3,1,Laboratory Technician,2.0,Divorced,2766.0,8.0,Y,No,22,4,2,80,3,7.0,6,2,5,3,0,4
55.0,No,Travel_Rarely,Research & Development,2,3,Medical,1,1770,3,Male,2,5,Research Director,1.0,Married,4936.0,8.0,Y,No,12,3,2,80,3,34.0,2,3,1,0,0,0
33.0,No,Non-Travel,Research & Development,4,3,Technical Degree,1,1771,4,Male,3,2,Research Scientist,2.0,Divorced,3055.0,5.0,Y,No,15,3,4,80,2,11.0,2,2,9,8,1,7
41.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1772,3,Male,3,1,Laboratory Technician,,Divorced,2289.0,1.0,Y,No,20,4,2,80,2,5.0,2,3,5,3,0,4
34.0,No,Non-Travel,Sales,10,3,Life Sciences,1,1774,4,Male,3,2,Sales Executive,3.0,Divorced,4001.0,1.0,Y,Yes,14,3,3,80,1,15.0,3,3,15,14,0,7
53.0,No,Non-Travel,Research & Development,1,4,Medical,1,1775,1,Female,2,4,Manufacturing Director,3.0,Married,4936.0,4.0,Y,Yes,20,4,4,80,3,27.0,2,2,3,2,0,2
,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1778,2,Male,3,1,Human Resources,,Single,,0.0,Y,No,13,3,2,80,0,10.0,5,3,9,7,1,8
34.0,No,Travel_Rarely,Sales,3,2,Life Sciences,1,1779,4,Female,1,2,Sales Executive,4.0,Single,6029.0,,Y,No,12,3,1,80,0,6.0,3,3,2,2,2,2
21.0,Yes,Travel_Rarely,Research & Development,7,1,Marketing,1,1780,2,Male,3,1,Sales Representative,3.0,Single,4936.0,1.0,Y,No,13,3,2,80,0,1.0,3,3,1,0,1,0
38.0,No,Travel_Rarely,Research & Development,6,2,Other,1,1782,4,Female,2,1,Laboratory Technician,3.0,Married,3702.0,1.0,Y,No,11,3,2,80,1,5.0,3,3,5,4,0,4
22.0,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1783,3,Female,3,1,Sales Executive,1.0,Married,2398.0,,Y,Yes,17,3,3,80,0,1.0,6,3,1,0,0,0
31.0,No,Travel_Rarely,Sales,29,4,Marketing,1,1784,1,Female,2,2,Sales Executive,4.0,Married,5468.0,1.0,Y,No,14,3,1,80,2,13.0,3,3,12,7,5,7
51.0,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1786,1,Female,3,3,Manager,3.0,Married,4936.0,2.0,Y,No,11,3,4,80,0,15.0,2,3,2,2,2,2
37.0,No,Travel_Rarely,Sales,9,2,Marketing,1,1787,2,Male,2,2,Sales Executive,3.0,Married,4189.0,1.0,Y,No,14,3,1,80,2,10.0,2,3,5,2,0,3
46.0,No,Travel_Rarely,Research & Development,2,4,Medical,1,1789,3,Male,3,5,Research Director,4.0,Divorced,19328.0,7.0,Y,Yes,17,3,3,80,1,24.0,3,3,2,1,2,2
36.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1790,4,Male,3,3,Healthcare Representative,1.0,Married,8321.0,7.0,Y,Yes,13,3,4,80,1,15.0,1,3,12,8,5,7
44.0,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,1792,3,Male,3,1,Research Scientist,2.0,Divorced,2342.0,1.0,Y,Yes,12,3,3,80,3,6.0,2,2,5,3,2,3
37.0,No,Travel_Rarely,Human Resources,8,2,Other,1,1794,3,Male,3,2,Sales Executive,2.0,Divorced,4071.0,,Y,No,13,3,3,80,0,19.0,4,2,10,0,4,7
35.0,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,1797,3,Male,3,2,Sales Executive,4.0,Single,5813.0,1.0,Y,Yes,18,3,4,80,0,10.0,2,3,10,7,7,7
33.0,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1798,4,Male,4,1,Research Scientist,1.0,Married,3143.0,6.0,Y,No,19,3,2,80,1,14.0,1,3,10,8,7,6
,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1799,3,Male,3,1,Research Scientist,4.0,Married,2044.0,1.0,Y,No,11,3,3,80,1,5.0,6,4,5,3,0,3
39.0,No,Travel_Rarely,Research & Development,10,1,Medical,1,1800,3,Male,3,3,Research Director,3.0,Single,13464.0,7.0,Y,No,21,4,3,80,0,9.0,3,3,4,3,2,2
46.0,No,Non-Travel,Sales,26,2,Life Sciences,1,1801,2,Male,2,2,Sales Executive,2.0,Single,7991.0,8.0,Y,No,15,3,3,80,0,6.0,3,3,2,2,2,2
40.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1802,3,Female,3,1,Laboratory Technician,1.0,Married,3377.0,4.0,Y,No,17,3,4,80,1,7.0,5,2,4,3,0,2
42.0,No,Travel_Rarely,Research & Development,13,3,Medical,1,1803,2,Male,4,2,Healthcare Representative,1.0,Married,5538.0,5.0,Y,No,18,3,3,80,2,10.0,2,2,0,0,0,0
35.0,No,Non-Travel,Research & Development,2,2,Medical,1,1804,2,Male,3,2,Manufacturing Director,4.0,Divorced,5762.0,2.0,Y,No,14,3,3,80,1,15.0,6,3,7,7,1,7
